client_id,process_step,Variation,time_diff_seconds
8555514,3,Test,131.0
8555554,3,Test,60.00000000000001
8555576,3,Control,60.00000000000001
8555631,3,Control,62.0
8556009,3,Control,53.0
8556063,3,Control,249.0
8556380,3,Test,170.0
8556520,3,Test,65.0
8556712,3,Control,125.00000000000001
8556801,3,Control,104.0
8556804,3,Control,53.0
8557245,3,Control,242.0
8558911,3,Control,60.00000000000001
8560277,3,Test,219.0
8560404,3,Test,46.0
8560542,3,Test,29.000000000000004
8560861,3,Test,82.0
8561185,3,Control,44.0
8561583,3,Control,42.0
8561891,3,Control,125.00000000000001
8562013,3,Control,163.0
8562036,3,Control,96.0
8562053,3,Test,229.0
8562324,3,Test,153.0
8562779,3,Control,52.0
8563377,3,Test,67.0
8563929,3,Control,71.0
8563982,3,Control,175.0
8564174,3,Control,79.0
8564445,3,Control,31.000000000000004
8564593,3,Test,117.0
8565062,3,Control,89.0
8565185,3,Control,24.0
8565287,3,Control,31.000000000000004
8565313,3,Test,18.0
8565387,3,Test,78.0
8565532,3,Test,0.0
8565944,3,Test,47.0
8565968,3,Control,68.0
8566060,3,Control,103.0
8567603,3,Control,71.0
8568326,3,Test,35.0
8568603,3,Control,56.0
8568805,3,Test,37.0
8569208,3,Test,43.0
8569541,3,Test,104.0
8569688,3,Test,62.00000000000001
8570045,3,Control,86.0
8570885,3,Test,67.0
8571229,3,Control,82.0
8571857,3,Test,63.00000000000001
8573316,3,Test,22.0
8573578,3,Control,78.0
8573969,3,Control,63.00000000000001
8574276,3,Test,53.0
8575091,3,Test,48.0
8575501,3,Test,73.0
8575616,3,Control,229.0
8575724,3,Control,203.0
8576259,3,Control,48.0
8576266,3,Control,65.0
8576384,3,Test,50.0
8576756,3,Test,27.0
8577432,3,Control,0.0
8577522,3,Control,54.0
8577690,3,Control,83.0
8577908,3,Test,0.0
8578147,3,Test,29.000000000000004
8578196,3,Test,146.0
8578242,3,Test,211.0
8578422,3,Control,39.0
8578518,3,Test,132.0
8578621,3,Control,70.0
8578882,3,Test,80.0
8579832,3,Test,57.0
8579878,3,Control,49.0
8580049,3,Test,23.0
8580110,3,Test,0.0
8580426,3,Test,251.00000000000003
8581135,3,Test,75.0
8581196,3,Control,55.0
8582610,3,Test,71.0
8583667,3,Test,86.0
8585073,3,Test,46.0
8585280,3,Test,67.0
8585300,3,Test,140.0
8585529,3,Control,69.0
8585568,3,Test,247.0
8585773,3,Test,62.00000000000001
8586053,3,Test,80.0
8586150,3,Test,15.000000000000002
8586164,3,Control,55.0
8586252,3,Control,33.0
8586276,3,Control,0.0
8586358,3,Test,221.0
8586536,3,Test,105.0
8587014,3,Control,83.0
8587059,3,Test,39.0
8587126,3,Test,67.0
8587319,3,Control,70.0
8587389,3,Test,19.0
8587434,3,Test,123.00000000000001
8587544,3,Test,169.0
8587891,3,Test,93.0
8588068,3,Control,123.0
8588400,3,Test,27.0
8588731,3,Test,18.0
8588895,3,Test,108.0
8588958,3,Test,69.0
8589357,3,Test,31.000000000000004
8589900,3,Control,42.0
8590778,3,Control,0.0
8590903,3,Test,245.00000000000003
8591099,3,Test,188.0
8591547,3,Control,56.0
8591740,3,Control,54.0
8591997,3,Control,110.0
8592056,3,Test,84.0
8592151,3,Test,80.0
8592381,3,Test,62.00000000000001
8592441,3,Test,71.0
8592710,3,Control,159.0
8593025,3,Control,136.0
8593130,3,Test,36.0
8593299,3,Control,52.0
8593582,3,Test,80.0
8593784,3,Control,213.0
8593795,3,Control,106.0
8593839,3,Control,67.0
8594661,3,Test,34.0
8594925,3,Test,89.0
8595230,3,Control,0.0
8595702,3,Control,35.0
8596009,3,Control,49.0
8596298,3,Test,37.0
8596299,3,Control,56.0
8596397,3,Test,100.0
8596419,3,Test,31.000000000000004
8596702,3,Test,0.0
8597361,3,Control,249.00000000000003
8597536,3,Control,149.0
8597626,3,Test,100.0
8598149,3,Control,33.0
8598364,3,Test,33.0
8598372,3,Test,124.00000000000001
8598531,3,Test,76.0
8599053,3,Test,177.0
8599504,3,Test,14.0
8599685,3,Control,0.0
8599689,3,Control,85.0
8600149,3,Control,61.00000000000001
8600174,3,Test,53.0
8600631,3,Test,136.0
8600953,3,Test,76.0
8601064,3,Test,49.0
8601093,3,Test,58.00000000000001
8601616,3,Test,29.0
8602025,3,Control,155.0
8602065,3,Test,62.0
8602447,3,Control,105.0
8602786,3,Test,52.0
8603287,3,Test,111.0
8603917,3,Test,129.0
8604039,3,Control,49.0
8604300,3,Control,56.0
8605014,3,Control,0.0
8605448,3,Control,244.00000000000003
8605475,3,Control,80.0
8606955,3,Test,133.0
8607066,3,Control,52.0
8607082,3,Control,61.00000000000001
8607096,3,Control,55.0
8607353,3,Test,85.0
8607446,3,Test,50.0
8607979,3,Control,173.0
8608071,3,Test,57.0
8608150,3,Test,38.0
8608653,3,Control,77.0
8609111,3,Control,168.0
8609229,3,Test,138.0
8609253,3,Test,164.0
8609264,3,Test,139.0
8609715,3,Control,53.0
8609870,3,Control,209.0
8609961,3,Test,0.0
8610535,3,Test,35.0
8610616,3,Control,86.0
8610750,3,Control,68.0
8611091,3,Test,71.0
8611098,3,Control,62.00000000000001
8611181,3,Test,49.0
8611255,3,Control,119.00000000000001
8611797,3,Control,112.0
8612096,3,Test,83.0
8612264,3,Test,33.0
8612311,3,Test,181.0
8612359,3,Test,114.0
8613070,3,Test,152.0
8613152,3,Test,74.0
8613549,3,Test,95.0
8613747,3,Test,143.0
8614502,3,Test,26.0
8614862,3,Control,208.0
8614928,3,Test,53.0
8615085,3,Test,0.0
8615479,3,Test,42.0
8615702,3,Control,45.0
8615962,3,Test,94.0
8616361,3,Test,31.000000000000004
8616579,3,Test,104.0
8616749,3,Control,87.0
8617048,3,Test,84.0
8617107,3,Test,54.0
8617321,3,Control,56.0
8617326,3,Test,50.0
8617715,3,Control,104.0
8618682,3,Control,39.0
8619224,3,Test,36.0
8619261,3,Control,22.0
8619538,3,Test,208.0
8619619,3,Control,67.0
8619982,3,Control,72.0
8620221,3,Control,126.00000000000001
8620282,3,Test,84.0
8620393,3,Test,94.0
8620521,3,Test,0.0
8620971,3,Test,139.0
8621093,3,Test,225.0
8621319,3,Test,216.0
8621460,3,Test,31.000000000000004
8621740,3,Control,151.0
8622625,3,Test,82.0
8622690,3,Control,30.000000000000004
8623510,3,Test,0.0
8623696,3,Control,244.0
8623986,3,Control,114.0
8624830,3,Test,56.0
8624972,3,Test,125.00000000000001
8624993,3,Test,72.0
8625102,3,Test,112.0
8625422,3,Control,63.00000000000001
8625508,3,Control,109.0
8625604,3,Test,65.0
8625701,3,Test,240.0
8626111,3,Test,143.0
8626423,3,Control,108.0
8626474,3,Test,93.0
8626524,3,Test,55.0
8626837,3,Control,98.0
8626874,3,Test,137.0
8627075,3,Control,65.0
8627270,3,Test,94.0
8627334,3,Test,131.0
8627363,3,Test,66.0
8627381,3,Control,71.0
8627433,3,Test,84.0
8627548,3,Control,186.0
8627640,3,Control,70.0
8627643,3,Test,35.0
8627900,3,Test,181.0
8628119,3,Control,88.0
8628250,3,Control,72.0
8628870,3,Control,118.00000000000001
8629156,3,Control,25.0
8629169,3,Control,63.00000000000001
8629202,3,Control,98.0
8629781,3,Control,55.0
8630852,3,Control,99.0
8630873,3,Control,115.00000000000001
8631749,3,Test,32.0
8631773,3,Control,50.0
8631879,3,Test,96.0
8631976,3,Test,34.0
8632297,3,Test,180.0
8632535,3,Test,19.0
8632580,3,Test,79.0
8632606,3,Test,39.0
8632638,3,Test,66.0
8632835,3,Test,53.0
8632914,3,Control,106.0
8632972,3,Test,78.0
8633436,3,Test,30.0
8633888,3,Test,43.0
8634098,3,Control,46.0
8634142,3,Control,57.0
8634174,3,Control,107.0
8634380,3,Control,166.0
8634409,3,Test,86.0
8635180,3,Test,37.0
8635284,3,Test,57.0
8635406,3,Control,191.0
8635937,3,Test,106.0
8636238,3,Test,74.0
8636244,3,Control,139.0
8636491,3,Control,43.0
8636621,3,Test,129.0
8636919,3,Control,128.0
8637095,3,Test,80.0
8637424,3,Test,55.0
8637820,3,Test,71.0
8638273,3,Control,85.0
8638777,3,Control,46.0
8639638,3,Test,45.0
8639803,3,Control,145.0
8640165,3,Test,71.0
8640323,3,Test,147.0
8640609,3,Test,168.0
8641216,3,Test,59.00000000000001
8641575,3,Test,46.0
8641637,3,Control,62.00000000000001
8642673,3,Control,74.0
8642798,3,Control,38.0
8642933,3,Test,28.0
8643140,3,Test,179.0
8643228,3,Test,125.00000000000001
8643567,3,Test,39.0
8643625,3,Control,88.0
8643727,3,Control,63.00000000000001
8644236,3,Test,63.00000000000001
8644245,3,Test,139.0
8644435,3,Test,230.00000000000003
8644516,3,Test,135.0
8644587,3,Test,70.0
8644721,3,Test,55.0
8644876,3,Control,163.0
8645179,3,Control,38.0
8645415,3,Control,42.0
8645802,3,Test,27.0
8646089,3,Control,80.0
8646213,3,Test,239.0
8646218,3,Test,231.00000000000003
8646291,3,Test,158.0
8646319,3,Test,45.0
8646648,3,Test,257.0
8646822,3,Test,42.0
8647202,3,Test,104.0
8647361,3,Test,30.000000000000004
8647399,3,Test,50.0
8647448,3,Test,51.0
8647458,3,Test,235.00000000000003
8647766,3,Test,84.0
8648052,3,Control,44.0
8648261,3,Control,63.00000000000001
8648392,3,Control,91.0
8648996,3,Test,91.0
8649159,3,Test,174.0
8649165,3,Control,112.0
8649227,3,Control,48.0
8649939,3,Test,87.0
8650033,3,Test,69.0
8650080,3,Control,67.0
8650786,3,Test,23.0
8651045,3,Control,29.000000000000004
8651158,3,Control,31.000000000000004
8651238,3,Test,114.0
8651984,3,Test,19.0
8652280,3,Test,24.0
8652290,3,Test,16.0
8652495,3,Test,46.0
8652675,3,Control,163.0
8652686,3,Test,0.0
8652897,3,Test,46.0
8653037,3,Test,34.0
8653282,3,Test,181.0
8653551,3,Control,113.0
8653648,3,Control,161.0
8653749,3,Test,85.0
8654712,3,Test,11.0
8654887,3,Control,143.0
8654936,3,Test,30.000000000000004
8655053,3,Test,0.0
8655162,3,Test,97.0
8655291,3,Control,50.0
8655499,3,Control,127.0
8655864,3,Control,245.00000000000003
8655930,3,Test,44.0
8656227,3,Test,55.0
8656278,3,Test,106.0
8656670,3,Control,95.0
8656834,3,Test,40.0
8657625,3,Control,58.00000000000001
8657713,3,Test,33.0
8658395,3,Control,39.0
8658861,3,Control,77.0
8659718,3,Control,61.0
8659835,3,Test,14.0
8659902,3,Control,108.0
8660015,3,Test,43.0
8661139,3,Control,91.0
8662051,3,Test,139.0
8662870,3,Test,57.0
8662871,3,Control,96.0
8663315,3,Control,247.0
8663390,3,Control,183.0
8663422,3,Control,56.0
8663827,3,Test,51.0
8663940,3,Test,234.0
8664129,3,Test,68.0
8664229,3,Control,93.0
8664644,3,Test,153.0
8664694,3,Test,144.0
8664811,3,Test,58.00000000000001
8665346,3,Test,0.0
8665369,3,Control,38.0
8665851,3,Test,21.0
8666113,3,Control,219.0
8666285,3,Control,117.00000000000001
8666529,3,Test,47.0
8666597,3,Test,32.0
8666599,3,Control,39.0
8666669,3,Control,36.0
8667436,3,Test,36.0
8667569,3,Test,67.0
8668342,3,Test,122.00000000000001
8668513,3,Test,54.0
8668672,3,Control,42.0
8669100,3,Test,54.0
8669103,3,Test,238.00000000000003
8669314,3,Control,104.0
8669318,3,Test,51.0
8669449,3,Test,138.0
8670047,3,Control,29.000000000000004
8670426,3,Test,152.0
8670466,3,Test,58.00000000000001
8670757,3,Control,178.0
8671015,3,Control,126.00000000000001
8671136,3,Test,16.0
8671533,3,Control,57.0
8671563,3,Test,19.0
8671655,3,Control,56.0
8671792,3,Control,73.0
8672723,3,Control,200.0
8673125,3,Test,124.0
8673131,3,Test,0.0
8673328,3,Control,79.0
8673673,3,Test,48.0
8673902,3,Control,111.0
8674117,3,Control,28.0
8674375,3,Control,129.0
8674816,3,Test,49.0
8675285,3,Test,187.0
8675461,3,Control,0.0
8676136,3,Control,83.0
8676702,3,Control,230.0
8676893,3,Test,42.0
8677207,3,Control,68.0
8677760,3,Test,40.0
8678112,3,Test,37.0
8678456,3,Control,129.0
8678658,3,Control,70.0
8679095,3,Test,218.0
8679760,3,Test,50.0
8679790,3,Test,22.0
8680122,3,Control,165.0
8680792,3,Test,47.0
8680867,3,Test,56.0
8680964,3,Control,69.0
8681155,3,Control,108.0
8681327,3,Test,40.0
8681507,3,Control,0.0
8681682,3,Control,90.0
8682039,3,Test,95.0
8682571,3,Test,39.0
8682715,3,Control,100.0
8683530,3,Test,80.0
8683823,3,Test,66.0
8684625,3,Test,57.0
8684711,3,Control,67.0
8684871,3,Control,30.000000000000004
8684880,3,Control,66.0
8685018,3,Control,139.0
8685358,3,Test,51.0
8685414,3,Control,64.0
8685434,3,Test,113.0
8685522,3,Test,142.0
8685525,3,Control,96.0
8685786,3,Test,56.0
8686115,3,Control,247.0
8686248,3,Test,84.0
8686562,3,Test,89.0
8686733,3,Test,106.0
8686873,3,Control,119.0
8687545,3,Test,72.0
8687599,3,Test,46.0
8687676,3,Test,51.0
8687813,3,Test,49.0
8687920,3,Test,146.0
8687998,3,Control,212.00000000000003
8688164,3,Test,48.0
8688236,3,Test,89.0
8688289,3,Test,70.0
8688451,3,Test,48.0
8688791,3,Test,97.0
8688878,3,Control,82.0
8688968,3,Control,95.0
8689010,3,Control,245.0
8689214,3,Test,96.0
8689349,3,Test,27.0
8689548,3,Control,186.0
8689959,3,Control,78.0
8689987,3,Test,43.0
8690213,3,Test,60.00000000000001
8690645,3,Test,131.0
8690825,3,Control,71.0
8690868,3,Control,80.0
8691226,3,Test,54.0
8691545,3,Control,29.000000000000004
8691702,3,Test,64.0
8691779,3,Test,110.0
8692087,3,Test,85.0
8692286,3,Control,36.0
8692408,3,Test,65.0
8692513,3,Test,122.00000000000001
8692521,3,Test,88.0
8692663,3,Test,81.0
8693038,3,Test,47.0
8693261,3,Test,29.000000000000004
8693356,3,Test,21.0
8693488,3,Test,37.0
8694045,3,Test,26.0
8694085,3,Test,62.0
8694251,3,Control,78.0
8694252,3,Control,144.0
8694277,3,Test,66.0
8694329,3,Control,42.0
8694356,3,Test,49.0
8694482,3,Control,85.0
8694523,3,Control,86.0
8694873,3,Test,54.0
8695557,3,Test,139.0
8695761,3,Test,70.0
8695867,3,Test,66.0
8695994,3,Control,45.0
8696157,3,Control,50.0
8696471,3,Control,93.0
8696517,3,Control,34.0
8696949,3,Test,40.0
8697150,3,Control,145.0
8697228,3,Test,207.0
8697352,3,Test,74.0
8697847,3,Test,26.0
8698453,3,Control,0.0
8699056,3,Test,136.0
8699252,3,Control,88.0
8699305,3,Control,24.0
8699444,3,Control,125.00000000000001
8699610,3,Control,56.0
8699809,3,Test,0.0
8699930,3,Control,85.0
8700059,3,Test,85.0
8700093,3,Test,107.0
8700110,3,Test,41.0
8700204,3,Test,102.0
8700865,3,Control,132.0
8701152,3,Test,49.0
8701546,3,Control,78.0
8701684,3,Test,0.0
8701766,3,Test,54.0
8701900,3,Test,125.00000000000001
8701931,3,Control,107.0
8702464,3,Control,181.0
8702776,3,Control,89.0
8703833,3,Control,21.0
8704027,3,Control,137.0
8704483,3,Control,196.0
8704516,3,Control,91.0
8704638,3,Test,46.0
8705058,3,Test,198.0
8705202,3,Control,12.0
8705320,3,Control,77.0
8705753,3,Test,0.0
8705882,3,Test,76.0
8706042,3,Test,11.0
8706314,3,Test,56.0
8706649,3,Test,67.0
8706932,3,Test,180.0
8706967,3,Test,118.00000000000001
8707005,3,Test,92.0
8707061,3,Control,133.0
8707405,3,Control,62.00000000000001
8707681,3,Control,132.0
8707725,3,Control,130.0
8707936,3,Control,37.0
8708231,3,Test,103.0
8708356,3,Control,170.0
8708857,3,Test,67.0
8709183,3,Test,112.0
8709700,3,Test,149.0
8710483,3,Test,52.0
8710810,3,Test,193.0
8711021,3,Control,145.0
8711093,3,Control,76.0
8711224,3,Test,115.00000000000001
8711355,3,Test,0.0
8711441,3,Test,186.0
8711523,3,Control,81.0
8711526,3,Test,42.0
8711631,3,Test,112.0
8712400,3,Test,55.0
8712617,3,Control,75.0
8712807,3,Test,47.0
8713541,3,Test,53.0
8713775,3,Control,136.0
8713803,3,Control,36.0
8714032,3,Control,77.0
8714366,3,Control,0.0
8714995,3,Test,80.0
8715267,3,Control,47.0
8715743,3,Control,125.00000000000001
8716126,3,Test,79.0
8716152,3,Test,110.0
8716301,3,Control,62.00000000000001
8716367,3,Test,135.0
8716491,3,Control,113.0
8716565,3,Test,86.0
8717040,3,Test,67.0
8717563,3,Control,50.0
8717609,3,Test,65.0
8717773,3,Test,71.0
8718073,3,Test,171.0
8718181,3,Test,38.0
8718423,3,Test,124.00000000000001
8718482,3,Control,58.00000000000001
8719344,3,Test,90.0
8719542,3,Control,98.0
8719757,3,Control,37.0
8719839,3,Test,255.0
8720066,3,Test,145.0
8720328,3,Control,48.0
8720975,3,Control,56.00000000000001
8721805,3,Test,78.0
8721817,3,Control,97.0
8722168,3,Control,45.0
8722251,3,Test,87.0
8722346,3,Control,80.0
8722759,3,Test,16.0
8722938,3,Test,78.0
8723312,3,Control,169.0
8723535,3,Control,32.0
8723963,3,Test,66.0
8724044,3,Test,91.0
8724124,3,Control,138.0
8724411,3,Test,0.0
8725305,3,Control,68.0
8725703,3,Test,61.00000000000001
8726016,3,Control,207.0
8726606,3,Control,56.0
8726633,3,Control,128.0
8726816,3,Test,45.0
8727076,3,Control,66.0
8727501,3,Test,72.0
8728147,3,Control,51.0
8728238,3,Control,186.0
8728287,3,Control,37.0
8728689,3,Test,59.00000000000001
8728781,3,Test,35.0
8728819,3,Test,82.0
8729528,3,Control,124.00000000000001
8729882,3,Control,81.0
8730685,3,Control,32.0
8731048,3,Control,0.0
8731340,3,Control,152.0
8731364,3,Control,24.0
8731665,3,Control,182.0
8732056,3,Control,70.0
8732389,3,Control,220.0
8732619,3,Test,87.0
8732751,3,Test,65.0
8732960,3,Test,70.0
8733111,3,Control,63.00000000000001
8733441,3,Control,46.0
8733457,3,Control,97.0
8733506,3,Test,36.0
8734008,3,Test,75.0
8734072,3,Test,97.0
8734234,3,Test,44.0
8734295,3,Control,185.0
8734321,3,Control,34.0
8734389,3,Test,197.0
8734588,3,Test,96.0
8734655,3,Test,182.0
8734702,3,Test,43.0
8734908,3,Test,143.0
8735184,3,Control,17.0
8735464,3,Test,152.0
8736260,3,Test,241.00000000000003
8736993,3,Test,53.0
8737107,3,Control,46.0
8737272,3,Control,66.0
8738019,3,Control,74.0
8738051,3,Control,30.000000000000004
8738116,3,Test,74.0
8738125,3,Test,58.00000000000001
8738260,3,Control,92.0
8738505,3,Control,68.0
8738777,3,Test,29.000000000000004
8739088,3,Test,96.0
8739104,3,Test,63.00000000000001
8739285,3,Test,23.0
8739668,3,Test,176.0
8740508,3,Test,5.0
8740822,3,Control,55.0
8741088,3,Test,174.0
8741410,3,Test,90.0
8741847,3,Test,62.00000000000001
8742053,3,Control,152.0
8742449,3,Control,87.0
8742532,3,Test,134.0
8742930,3,Control,43.0
8743361,3,Control,29.000000000000004
8743848,3,Control,45.0
8744167,3,Control,0.0
8744291,3,Control,94.0
8745042,3,Control,41.0
8745059,3,Control,43.0
8745688,3,Test,75.0
8745869,3,Control,207.0
8746468,3,Control,111.0
8746688,3,Test,66.0
8746715,3,Test,83.0
8747032,3,Control,42.0
8747380,3,Control,87.0
8747482,3,Test,148.0
8747629,3,Test,152.0
8747899,3,Test,73.0
8748647,3,Control,75.0
8749493,3,Control,67.0
8749659,3,Control,40.0
8750010,3,Test,114.0
8750140,3,Test,31.000000000000004
8750191,3,Control,34.0
8750220,3,Test,74.0
8750280,3,Control,0.0
8750508,3,Control,77.0
8751629,3,Test,94.0
8751708,3,Control,123.00000000000001
8752019,3,Test,72.0
8752263,3,Control,83.0
8752410,3,Test,90.0
8752490,3,Test,83.0
8752770,3,Test,43.0
8752868,3,Control,56.0
8752898,3,Test,102.0
8753015,3,Test,95.0
8753196,3,Control,29.000000000000004
8753218,3,Control,50.0
8753478,3,Test,14.0
8753582,3,Test,78.0
8753786,3,Control,77.0
8754291,3,Control,38.0
8754295,3,Test,70.0
8754470,3,Test,52.0
8755082,3,Test,126.0
8755478,3,Control,138.0
8755557,3,Test,35.0
8755578,3,Control,43.0
8755669,3,Test,121.00000000000001
8757192,3,Test,89.0
8757410,3,Test,90.0
8757456,3,Test,75.0
8758108,3,Test,71.0
8758301,3,Test,190.0
8758404,3,Test,56.0
8758703,3,Control,22.0
8759490,3,Test,131.0
8760103,3,Test,109.0
8760347,3,Test,163.0
8760580,3,Test,55.0
8760879,3,Test,143.0
8761045,3,Test,41.0
8761665,3,Control,44.0
8762335,3,Control,97.0
8762602,3,Test,143.0
8763395,3,Control,88.00000000000001
8763540,3,Test,138.0
8763719,3,Control,107.0
8763977,3,Control,90.0
8764276,3,Control,178.0
8764690,3,Test,87.0
8765233,3,Control,84.0
8765304,3,Control,70.0
8765479,3,Control,34.0
8765518,3,Test,48.0
8765687,3,Test,17.0
8765921,3,Test,86.0
8765966,3,Control,157.0
8766013,3,Control,16.0
8766054,3,Test,62.00000000000001
8766443,3,Control,197.0
8767041,3,Control,133.0
8767818,3,Test,194.0
8767889,3,Test,27.0
8768044,3,Test,221.0
8768179,3,Control,153.0
8768226,3,Control,25.0
8768733,3,Test,37.0
8769224,3,Test,0.0
8769366,3,Test,249.0
8769667,3,Test,254.00000000000003
8769823,3,Test,68.0
8769982,3,Control,110.0
8770492,3,Test,259.0
8771156,3,Control,50.0
8771303,3,Test,108.0
8771478,3,Test,114.0
8771952,3,Test,113.0
8771993,3,Control,10.0
8772053,3,Control,80.0
8772400,3,Test,92.0
8772673,3,Test,66.0
8772860,3,Test,30.000000000000004
8773702,3,Test,55.0
8774014,3,Control,22.0
8774305,3,Test,141.0
8774888,3,Test,88.0
8775961,3,Control,125.0
8775978,3,Test,48.0
8776149,3,Test,0.0
8776274,3,Control,18.0
8776563,3,Test,136.0
8776693,3,Test,108.0
8777706,3,Test,57.0
8778444,3,Test,104.0
8778575,3,Test,63.00000000000001
8779253,3,Control,30.000000000000004
8780422,3,Test,36.0
8780433,3,Test,166.0
8780444,3,Test,36.0
8780660,3,Test,52.0
8781124,3,Control,150.0
8781195,3,Control,65.0
8781747,3,Test,103.0
8781957,3,Control,107.0
8782299,3,Control,54.0
8782543,3,Test,144.0
8782604,3,Control,85.0
8782655,3,Control,143.0
8782708,3,Test,95.0
8783165,3,Test,75.0
8783587,3,Control,108.0
8783704,3,Test,47.0
8784353,3,Control,66.0
8784376,3,Test,55.0
8784430,3,Test,173.0
8785171,3,Test,21.0
8785376,3,Control,105.0
8785403,3,Test,40.0
8786042,3,Control,31.000000000000004
8786061,3,Test,152.0
8786474,3,Test,89.0
8786755,3,Test,61.00000000000001
8786777,3,Test,0.0
8787218,3,Control,203.0
8787226,3,Test,118.00000000000001
8787436,3,Test,102.0
8787443,3,Control,190.0
8787521,3,Test,46.0
8787604,3,Control,87.0
8787649,3,Control,43.0
8788056,3,Test,23.0
8788903,3,Test,55.0
8789341,3,Control,47.0
8789451,3,Control,79.0
8789491,3,Test,89.0
8789859,3,Test,115.0
8789953,3,Control,56.0
8789984,3,Test,51.0
8790822,3,Control,0.0
8790955,3,Control,203.0
8791189,3,Control,240.0
8791345,3,Control,116.0
8791413,3,Control,145.0
8791667,3,Test,158.0
8794039,3,Control,66.0
8794099,3,Control,46.0
8794109,3,Test,13.0
8794256,3,Control,221.0
8794261,3,Control,85.0
8794673,3,Control,91.0
8794692,3,Test,144.0
8795052,3,Test,48.0
8795739,3,Test,99.0
8796660,3,Test,54.0
8796890,3,Test,73.0
8797670,3,Test,59.00000000000001
8797924,3,Test,77.0
8798725,3,Control,65.0
8798951,3,Test,21.0
8799190,3,Test,93.0
8799359,3,Control,179.0
8800235,3,Control,39.0
8800426,3,Control,38.0
8801026,3,Test,133.0
8801188,3,Test,41.0
8801899,3,Test,68.0
8801959,3,Test,112.0
8802029,3,Test,181.0
8802194,3,Control,45.0
8802307,3,Control,59.00000000000001
8802310,3,Control,132.0
8802656,3,Test,191.0
8803177,3,Control,119.00000000000001
8803188,3,Test,58.00000000000001
8803272,3,Test,85.0
8803514,3,Test,101.0
8803535,3,Test,115.00000000000001
8803603,3,Control,25.0
8803813,3,Test,56.0
8804120,3,Control,179.0
8804122,3,Control,54.0
8804260,3,Control,41.0
8804547,3,Control,94.0
8804582,3,Control,27.0
8804675,3,Test,51.0
8806177,3,Control,70.0
8806351,3,Test,188.0
8806570,3,Control,73.0
8806587,3,Control,0.0
8806990,3,Control,74.0
8807163,3,Control,0.0
8807462,3,Test,35.0
8807704,3,Control,86.0
8807809,3,Control,19.0
8807923,3,Control,39.0
8808033,3,Test,58.00000000000001
8808248,3,Test,56.0
8808269,3,Test,62.00000000000001
8808323,3,Test,161.0
8808475,3,Test,101.0
8808704,3,Control,52.0
8808861,3,Test,79.0
8809319,3,Test,58.00000000000001
8809355,3,Control,162.0
8809420,3,Control,57.0
8809906,3,Control,37.0
8810033,3,Control,165.0
8810064,3,Test,152.0
8810251,3,Test,80.0
8810363,3,Control,97.0
8810858,3,Control,180.0
8810939,3,Test,216.0
8811666,3,Control,110.0
8812335,3,Test,91.0
8812623,3,Test,114.0
8812865,3,Control,47.0
8812887,3,Test,104.0
8813088,3,Control,75.0
8813447,3,Test,55.0
8813652,3,Control,0.0
8814095,3,Control,42.0
8815157,3,Control,70.0
8815206,3,Control,71.0
8815636,3,Test,220.0
8815733,3,Test,35.0
8816721,3,Test,168.0
8817053,3,Test,67.0
8817073,3,Control,116.00000000000001
8817106,3,Control,65.0
8817189,3,Test,117.00000000000001
8817389,3,Test,63.0
8817528,3,Control,0.0
8817620,3,Control,227.0
8817814,3,Test,186.0
8817820,3,Control,199.0
8818002,3,Test,80.0
8818329,3,Test,33.0
8819468,3,Control,39.0
8819695,3,Test,206.0
8820162,3,Test,79.0
8820611,3,Control,61.0
8821076,3,Control,87.0
8821351,3,Control,74.0
8821411,3,Test,131.0
8821670,3,Test,55.0
8822210,3,Control,101.0
8822346,3,Test,44.0
8822569,3,Control,0.0
8822727,3,Test,35.0
8822795,3,Test,69.0
8823500,3,Test,86.0
8824053,3,Control,102.0
8824101,3,Test,23.0
8824157,3,Test,95.0
8824353,3,Control,78.0
8824361,3,Control,172.0
8824470,3,Test,64.0
8824624,3,Control,173.0
8824795,3,Test,80.0
8825349,3,Test,104.0
8825647,3,Control,107.0
8825788,3,Control,27.0
8825819,3,Test,55.0
8826014,3,Test,125.00000000000001
8826016,3,Test,51.0
8826419,3,Control,25.0
8826443,3,Control,43.0
8826775,3,Control,149.0
8827095,3,Test,211.0
8827174,3,Test,41.0
8827248,3,Control,120.00000000000001
8827276,3,Control,79.0
8827639,3,Control,78.0
8827652,3,Test,47.0
8827881,3,Test,89.0
8828126,3,Test,43.0
8828142,3,Test,18.0
8828227,3,Control,23.0
8829272,3,Control,41.0
8829608,3,Control,120.00000000000001
8829649,3,Control,109.0
8830525,3,Control,53.0
8831077,3,Control,104.0
8831208,3,Control,199.0
8831778,3,Test,143.0
8832215,3,Test,62.00000000000001
8832230,3,Control,33.0
8832236,3,Test,78.0
8832552,3,Test,107.0
8833735,3,Test,0.0
8833869,3,Control,77.0
8834411,3,Control,77.0
8834808,3,Test,98.0
8834933,3,Control,155.0
8835231,3,Test,41.0
8835280,3,Control,42.0
8835332,3,Control,81.0
8835379,3,Test,27.0
8835580,3,Test,16.0
8835625,3,Test,74.0
8835856,3,Test,22.0
8835876,3,Test,34.0
8836260,3,Test,73.0
8836494,3,Test,27.0
8836730,3,Control,0.0
8836938,3,Control,73.0
8837019,3,Test,164.0
8837677,3,Control,51.0
8837888,3,Control,93.0
8838068,3,Control,247.00000000000003
8838610,3,Control,70.0
