client_id,process_step,Variation,time_diff_seconds
2417368,1,Control,14.0
2417474,1,Test,158.0
2417496,1,Test,28.0
2417819,1,Control,24.0
2417848,1,Control,43.0
2417924,1,Test,18.0
2418161,1,Test,9.0
2418227,1,Test,20.0
2418775,1,Test,19.0
2418795,1,Control,3.0
2419034,1,Test,70.0
2419159,1,Test,34.0
2419293,1,Control,25.0
2420607,1,Test,64.0
2420728,1,Control,12.0
2420826,1,Control,11.0
2420905,1,Test,0.0
2420919,1,Control,0.0
2420923,1,Test,35.0
2421681,1,Control,8.0
2422177,1,Control,9.0
2422256,1,Control,48.0
2422435,1,Test,17.0
2422500,1,Test,5.0
2422593,1,Test,6.0
2422852,1,Test,98.0
2423011,1,Control,1.0
2423061,1,Control,15.000000000000002
2423250,1,Control,22.0
2423443,1,Control,67.0
2423591,1,Control,16.0
2424231,1,Control,5.0
2424440,1,Control,67.0
2424864,1,Test,7.0
2424965,1,Control,31.000000000000004
2425225,1,Test,73.0
2425481,1,Control,0.0
2425861,1,Test,0.0
2426068,1,Test,21.0
2426649,1,Control,43.0
2426653,1,Test,9.0
2426670,1,Test,8.0
2426725,1,Test,134.0
2426792,1,Control,0.0
2427048,1,Control,30.000000000000004
2427319,1,Control,22.0
2427579,1,Test,85.0
2427690,1,Control,7.0
2428045,1,Control,0.0
2428552,1,Control,87.0
2428657,1,Control,10.0
2428939,1,Control,15.000000000000002
2429000,1,Test,84.0
2429252,1,Control,77.0
2429429,1,Test,0.0
2429572,1,Control,0.0
2429689,1,Test,10.0
2429948,1,Control,0.0
2430937,1,Test,17.0
2431205,1,Control,40.0
2431305,1,Test,19.0
2431679,1,Control,30.000000000000004
2431736,1,Test,11.0
2431873,1,Test,14.0
2432176,1,Test,13.0
2432399,1,Control,94.0
2432412,1,Test,22.0
2432802,1,Test,37.0
2432885,1,Control,10.0
2433237,1,Control,22.0
2433851,1,Control,87.0
2434043,1,Test,10.0
2434281,1,Control,17.0
2434294,1,Control,0.0
2434345,1,Test,12.0
2434945,1,Test,12.0
2435403,1,Test,4.0
2435494,1,Control,164.0
2435547,1,Test,14.0
2435836,1,Control,7.0
2435906,1,Control,92.0
2435985,1,Control,15.000000000000002
2436105,1,Test,40.0
2436306,1,Test,10.0
2436415,1,Control,11.0
2436537,1,Test,7.0
2437021,1,Test,0.0
2437348,1,Test,14.0
2437413,1,Test,125.0
2437429,1,Control,24.0
2438098,1,Test,8.0
2438282,1,Control,90.0
2438516,1,Control,12.0
2438878,1,Control,8.0
2439038,1,Test,14.0
2439144,1,Test,15.000000000000002
2439287,1,Test,9.0
2439771,1,Control,29.000000000000004
2439811,1,Test,110.0
2439828,1,Control,0.0
2440014,1,Control,18.0
2440061,1,Control,16.0
2440065,1,Control,77.0
2440161,1,Test,9.0
2440296,1,Test,38.0
2440403,1,Test,12.0
2440502,1,Control,116.0
2440734,1,Test,15.0
2441408,1,Control,0.0
2441457,1,Control,0.0
2441483,1,Control,48.0
2442256,1,Control,17.0
2442261,1,Test,78.0
2442831,1,Test,12.0
2442931,1,Control,29.000000000000004
2442976,1,Test,61.00000000000001
2443089,1,Test,3.0
2443297,1,Test,9.0
2443596,1,Control,29.000000000000004
2443684,1,Test,145.0
2443802,1,Test,10.0
2443994,1,Test,2.0
2443997,1,Control,45.0
2444459,1,Test,47.0
2444673,1,Control,45.0
2444815,1,Test,100.0
2444894,1,Control,14.0
2445093,1,Test,8.0
2445571,1,Control,0.0
2445884,1,Test,0.0
2446022,1,Control,17.0
2446320,1,Control,0.0
2446381,1,Control,55.0
2447199,1,Test,80.0
2447231,1,Test,66.0
2447244,1,Test,7.0
2447461,1,Control,7.0
2447566,1,Test,6.0
2447571,1,Test,15.000000000000002
2447983,1,Control,76.0
2448065,1,Test,16.0
2448097,1,Control,0.0
2448594,1,Test,9.0
2448647,1,Test,15.000000000000002
2448787,1,Control,29.000000000000004
2448827,1,Control,4.0
2448867,1,Test,10.0
2448910,1,Test,19.0
2448970,1,Control,74.00000000000001
2449759,1,Test,13.0
2449844,1,Control,0.0
2449889,1,Test,12.0
2450057,1,Test,42.0
2450230,1,Control,4.0
2450413,1,Control,141.0
2451760,1,Test,69.0
2451899,1,Control,15.000000000000002
2452053,1,Test,25.0
2452066,1,Control,9.0
2452704,1,Control,21.0
2452877,1,Test,11.0
2453264,1,Control,29.0
2453740,1,Control,14.0
2453811,1,Test,26.0
2454173,1,Control,55.0
2454265,1,Control,0.0
2454337,1,Test,9.0
2454436,1,Test,0.0
2454453,1,Control,32.0
2454606,1,Test,16.0
2454757,1,Control,31.000000000000004
2454994,1,Control,0.0
2455018,1,Test,50.0
2455111,1,Test,13.0
2456180,1,Test,11.0
2456244,1,Control,12.0
2456295,1,Test,3.0
2456828,1,Control,55.0
2456909,1,Test,7.0
2457327,1,Control,30.0
2457355,1,Control,37.0
2457672,1,Control,15.000000000000002
2457764,1,Test,130.0
2457788,1,Test,7.0
2457806,1,Control,19.0
2458102,1,Control,5.0
2458407,1,Test,27.0
2458751,1,Test,117.0
2458866,1,Test,21.0
2458943,1,Control,20.0
2459074,1,Test,0.0
2459082,1,Control,27.0
2459128,1,Test,0.0
2459169,1,Test,89.0
2459355,1,Control,54.0
2459641,1,Test,8.0
2460415,1,Control,13.0
2460796,1,Test,53.0
2460890,1,Control,9.0
2460940,1,Test,7.0
2460950,1,Test,125.0
2461322,1,Test,99.0
2461471,1,Control,72.0
2461921,1,Test,12.0
2462140,1,Control,21.0
2462661,1,Control,0.0
2462823,1,Control,42.0
2462987,1,Test,39.0
2463388,1,Test,20.0
2463820,1,Test,6.0
2463844,1,Test,8.0
2464747,1,Test,13.0
2464755,1,Control,11.0
2464889,1,Test,7.0
2465098,1,Test,156.0
2465119,1,Control,89.0
2465241,1,Control,95.0
2465348,1,Test,10.0
2465411,1,Test,6.0
2465426,1,Control,54.0
2465500,1,Test,4.0
2465653,1,Control,63.0
2465819,1,Control,0.0
2465843,1,Control,43.0
2466037,1,Test,15.0
2466307,1,Control,102.0
2466344,1,Test,11.0
2466669,1,Control,4.0
2467383,1,Test,10.0
2467505,1,Test,55.0
2467879,1,Test,7.0
2468222,1,Control,4.0
2468250,1,Test,11.0
2468473,1,Control,36.0
2468678,1,Test,132.0
2468846,1,Control,105.0
2469228,1,Test,10.0
2469240,1,Control,8.0
2469983,1,Control,14.0
2470571,1,Control,8.0
2471025,1,Test,64.0
2471080,1,Control,9.0
2471573,1,Test,38.0
2471812,1,Test,15.000000000000002
2472185,1,Test,71.0
2472637,1,Test,14.0
2472691,1,Control,35.0
2472976,1,Control,88.0
2473261,1,Control,14.0
2473281,1,Control,15.000000000000002
2473387,1,Test,49.0
2473510,1,Control,35.0
2473930,1,Test,10.0
2473975,1,Control,19.0
2474224,1,Test,38.0
2474358,1,Control,22.0
2474504,1,Test,8.0
2474749,1,Control,6.0
2474953,1,Control,0.0
2475049,1,Control,32.0
2475212,1,Control,71.0
2475423,1,Test,154.0
2475425,1,Test,17.0
2475838,1,Test,35.0
2475916,1,Control,29.0
2475990,1,Test,133.0
2476053,1,Control,18.0
2476202,1,Control,29.000000000000004
2476260,1,Control,8.0
2476272,1,Control,7.0
2476400,1,Control,147.0
2476589,1,Control,32.0
2477472,1,Test,121.00000000000001
2477521,1,Control,42.0
2477549,1,Control,91.0
2477779,1,Control,6.0
2477796,1,Test,56.0
2477801,1,Test,6.0
2477818,1,Control,77.0
2478030,1,Test,74.0
2478041,1,Test,23.0
2478508,1,Control,4.0
2478585,1,Test,34.0
2478628,1,Test,22.0
2478632,1,Control,156.0
2478742,1,Control,23.0
2479001,1,Test,8.0
2479277,1,Control,9.0
2479825,1,Test,13.0
2479866,1,Test,2.0
2480090,1,Test,27.0
2480299,1,Test,0.0
2480352,1,Test,38.0
2480469,1,Control,155.0
2480762,1,Test,6.0
2481278,1,Test,68.0
2481306,1,Test,0.0
2482142,1,Control,5.0
2482224,1,Control,53.0
2482270,1,Control,20.0
2482282,1,Control,0.0
2482751,1,Test,0.0
2482954,1,Test,76.0
2482966,1,Control,0.0
2483117,1,Test,21.0
2483614,1,Control,71.0
2483737,1,Test,5.0
2483751,1,Test,7.0
2484038,1,Test,53.0
2484214,1,Test,6.0
2484785,1,Test,49.0
2485024,1,Control,35.0
2485176,1,Test,91.0
2485231,1,Control,143.0
2485287,1,Test,26.0
2486266,1,Test,95.0
2487043,1,Control,12.0
2487224,1,Control,4.0
2487330,1,Test,28.0
2487900,1,Test,151.0
2487945,1,Control,26.0
2487977,1,Test,126.00000000000001
2488007,1,Control,100.0
2488155,1,Control,19.0
2488210,1,Test,9.0
2488298,1,Control,37.0
2488808,1,Test,63.0
2489153,1,Control,18.0
2489233,1,Control,33.0
2489460,1,Control,62.00000000000001
2489490,1,Test,58.0
2489994,1,Test,101.0
2490968,1,Test,0.0
2491115,1,Test,0.0
2491135,1,Test,3.0
2491171,1,Control,95.0
2491402,1,Test,115.00000000000001
2491574,1,Test,50.0
2491891,1,Test,0.0
2492084,1,Control,124.0
2492406,1,Test,11.0
2492506,1,Test,18.0
2493092,1,Control,0.0
2493350,1,Control,33.0
2493468,1,Test,6.0
2493522,1,Test,0.0
2493537,1,Test,7.0
2494024,1,Control,5.0
2494470,1,Control,58.00000000000001
2494635,1,Test,122.0
2494977,1,Control,0.0
2495009,1,Control,21.0
2495018,1,Control,25.0
2495100,1,Test,17.0
2495175,1,Test,10.0
2495355,1,Test,33.0
2495460,1,Control,81.0
2495471,1,Control,139.0
2495855,1,Control,19.0
2495875,1,Control,29.000000000000004
2496332,1,Test,10.0
2496690,1,Test,69.0
2496739,1,Test,11.0
2496814,1,Control,31.000000000000004
2496847,1,Control,0.0
2497100,1,Test,93.0
2497235,1,Control,33.0
2497267,1,Test,42.0
2497279,1,Test,21.0
2497451,1,Control,35.0
2497622,1,Control,16.0
2498134,1,Test,7.0
2498676,1,Test,0.0
2498729,1,Control,37.0
2498857,1,Test,17.0
2499274,1,Test,10.0
2499433,1,Control,0.0
2500352,1,Control,9.0
2500540,1,Control,85.0
2500591,1,Control,38.0
2501151,1,Test,11.0
2501329,1,Test,11.0
2501361,1,Control,0.0
2501468,1,Test,65.0
2502178,1,Test,16.0
2502350,1,Test,49.0
2502567,1,Control,54.0
2503558,1,Test,40.0
2503728,1,Test,85.0
2503742,1,Test,24.0
2503988,1,Control,123.00000000000001
2504073,1,Control,12.0
2504179,1,Control,0.0
2505317,1,Control,8.0
2505992,1,Control,44.0
2506067,1,Control,79.0
2506130,1,Test,7.0
2506177,1,Control,11.0
2506346,1,Control,155.0
2506665,1,Control,13.0
2506696,1,Control,13.0
2507080,1,Control,5.0
2507991,1,Test,9.0
2508004,1,Test,11.0
2508150,1,Control,40.0
2508266,1,Control,7.0
2508419,1,Control,58.0
2508453,1,Test,21.0
2508516,1,Test,66.0
2508692,1,Test,127.0
2508716,1,Test,29.000000000000004
2509466,1,Test,9.0
2509687,1,Test,4.0
2509777,1,Control,37.0
2509909,1,Control,40.0
2510324,1,Test,0.0
2510328,1,Test,11.0
2510896,1,Test,0.0
2511331,1,Control,38.0
2511371,1,Control,0.0
2511411,1,Control,0.0
2511499,1,Test,97.0
2511849,1,Control,65.0
2512034,1,Control,6.0
2512075,1,Control,37.0
2512102,1,Test,26.0
2512392,1,Control,141.0
2512607,1,Control,53.0
2512762,1,Test,44.0
2513132,1,Control,10.0
2513481,1,Test,31.0
2513729,1,Control,39.0
2514143,1,Control,14.0
2514257,1,Test,125.00000000000001
2514528,1,Test,4.0
2515256,1,Test,109.0
2515513,1,Control,21.0
2515588,1,Test,44.0
2515711,1,Control,71.0
2515738,1,Control,7.0
2515743,1,Control,38.0
2516294,1,Control,0.0
2516332,1,Test,17.0
2516570,1,Test,5.0
2516714,1,Test,0.0
2517014,1,Test,93.0
2517041,1,Test,145.0
2517151,1,Control,26.0
2517465,1,Test,19.0
2517871,1,Control,136.0
2518101,1,Control,8.0
2518624,1,Test,10.0
2518709,1,Test,37.0
2518909,1,Test,36.0
2519119,1,Test,58.0
2519329,1,Control,65.0
2519481,1,Test,157.0
2519728,1,Test,10.0
2520632,1,Control,37.0
2521236,1,Test,157.0
2521253,1,Test,118.0
2522173,1,Test,9.0
2522202,1,Control,0.0
2522259,1,Control,32.0
2522435,1,Test,12.0
2522628,1,Control,27.0
2523032,1,Control,58.00000000000001
2523295,1,Control,13.0
2523528,1,Control,0.0
2523775,1,Control,4.0
2523816,1,Test,73.0
2523858,1,Control,0.0
2523896,1,Control,45.0
2523987,1,Control,107.0
2524317,1,Test,62.00000000000001
2524472,1,Test,60.00000000000001
2524763,1,Test,9.0
2524845,1,Control,33.0
2524954,1,Control,24.0
2525157,1,Control,10.0
2525193,1,Test,5.0
2525328,1,Test,4.0
2525382,1,Test,11.0
2525455,1,Control,113.0
2525626,1,Test,69.0
2525636,1,Test,8.0
2525972,1,Test,103.0
2526016,1,Test,11.0
2526374,1,Control,15.000000000000002
2526422,1,Control,9.0
2527405,1,Test,9.0
2527557,1,Test,15.000000000000002
2528019,1,Control,12.0
2528520,1,Test,45.0
2528613,1,Test,8.0
2528628,1,Control,16.0
2528961,1,Test,19.0
2529019,1,Control,13.0
2529383,1,Test,0.0
2529445,1,Control,150.0
2529465,1,Test,18.0
2529548,1,Control,17.0
2529590,1,Control,18.0
2529685,1,Control,17.0
2529822,1,Test,22.0
2530020,1,Control,0.0
2530226,1,Test,11.0
2530807,1,Control,18.0
2530854,1,Test,11.0
2530870,1,Test,0.0
2530984,1,Test,6.0
2531123,1,Control,18.0
2531408,1,Control,154.0
2531581,1,Control,3.0
2531827,1,Test,10.0
2531839,1,Control,0.0
2532062,1,Control,0.0
2532328,1,Control,71.0
2532415,1,Control,0.0
2532526,1,Control,0.0
2532662,1,Control,16.0
2532676,1,Control,36.0
2532775,1,Test,45.0
2532812,1,Control,0.0
2532897,1,Test,79.0
2532966,1,Control,11.0
2533218,1,Control,35.0
2533757,1,Control,42.0
2533841,1,Control,14.0
2534280,1,Test,78.0
2534438,1,Test,47.0
2535055,1,Test,19.0
2536110,1,Control,21.0
2536235,1,Test,18.0
2536813,1,Test,162.0
2536817,1,Test,111.0
2536995,1,Test,6.0
2537139,1,Control,11.0
2537522,1,Control,128.0
2537621,1,Control,25.0
2537673,1,Control,95.0
2537848,1,Test,7.0
2537933,1,Control,141.0
2538398,1,Control,5.0
2538680,1,Test,11.0
2538686,1,Test,46.0
2539571,1,Control,6.0
2539742,1,Test,15.0
2540049,1,Test,6.0
2540158,1,Test,4.0
2540665,1,Test,0.0
2540902,1,Test,7.0
2540907,1,Test,21.0
2540930,1,Test,6.0
2541134,1,Control,0.0
2541450,1,Test,45.0
2541576,1,Control,0.0
2541665,1,Control,0.0
2541695,1,Test,89.0
2541876,1,Test,96.0
2542139,1,Control,10.0
2542203,1,Control,0.0
2542704,1,Control,48.0
2543327,1,Test,10.0
2543929,1,Control,17.0
2544329,1,Test,14.0
2544481,1,Test,28.0
2544619,1,Control,0.0
2544704,1,Test,16.0
2544781,1,Control,15.000000000000002
2544793,1,Test,15.0
2545034,1,Test,12.0
2545205,1,Control,0.0
2545346,1,Test,22.0
2545371,1,Control,14.0
2545515,1,Test,5.0
2545621,1,Control,36.0
2545668,1,Control,17.0
2546096,1,Test,0.0
2546247,1,Control,5.0
2547334,1,Test,58.0
2547675,1,Test,149.0
2547733,1,Control,21.0
2547961,1,Test,9.0
2547974,1,Test,48.0
2547981,1,Test,82.0
2548388,1,Test,0.0
2549008,1,Test,17.0
2549128,1,Control,121.0
2549206,1,Control,9.0
2549650,1,Test,84.0
2549698,1,Control,79.0
2549857,1,Test,0.0
2549932,1,Test,12.0
2550027,1,Control,4.0
2550059,1,Test,58.00000000000001
2550100,1,Control,37.0
2550129,1,Test,5.0
2550200,1,Control,46.0
2550598,1,Control,9.0
2551175,1,Control,29.000000000000004
2551192,1,Control,150.0
2551375,1,Test,0.0
2551555,1,Test,18.0
2551671,1,Test,19.0
2551688,1,Test,7.0
2551891,1,Test,9.0
2552287,1,Control,29.000000000000004
2552297,1,Control,15.000000000000002
2552663,1,Control,15.000000000000002
2552887,1,Control,58.0
2553137,1,Control,35.0
2553168,1,Control,69.0
2553353,1,Control,17.0
2553998,1,Control,14.0
2554820,1,Control,10.0
2554940,1,Test,45.0
2555138,1,Control,130.0
2555200,1,Control,13.0
2555657,1,Test,112.0
2555803,1,Control,10.0
2556006,1,Test,6.0
2556258,1,Control,29.000000000000004
2556428,1,Test,11.0
2556751,1,Test,83.0
2556887,1,Control,7.0
2557009,1,Control,5.0
2557122,1,Test,18.0
2557654,1,Control,8.0
2558031,1,Control,20.0
2558586,1,Test,22.0
2558937,1,Control,28.0
2559205,1,Test,25.0
2559245,1,Test,55.0
2559250,1,Test,52.0
2559536,1,Test,8.0
2559643,1,Control,31.0
2559930,1,Control,16.0
2560230,1,Test,15.000000000000002
2560272,1,Test,31.0
2560331,1,Control,16.0
2560349,1,Test,28.0
2560413,1,Test,7.0
2560592,1,Test,6.0
2560691,1,Test,15.000000000000002
2560718,1,Control,13.0
2560783,1,Test,10.0
2561114,1,Control,15.000000000000002
2561603,1,Control,14.0
2561640,1,Test,18.0
2561749,1,Test,5.0
2561809,1,Test,7.0
2561883,1,Test,12.0
2562213,1,Test,14.0
2562836,1,Test,17.0
2562899,1,Control,111.0
2563119,1,Control,39.0
2563475,1,Test,42.0
2563727,1,Control,0.0
2563749,1,Control,10.0
2564246,1,Control,19.0
2564522,1,Control,43.0
2564709,1,Control,36.0
2565373,1,Control,76.0
2565679,1,Test,11.0
2565963,1,Test,17.0
2566361,1,Control,0.0
2566413,1,Control,13.0
2566429,1,Test,8.0
2566430,1,Control,51.0
2566517,1,Control,0.0
2566649,1,Test,15.000000000000002
2566668,1,Test,0.0
2566678,1,Test,7.0
2567135,1,Test,16.0
2567155,1,Test,19.0
2567267,1,Test,10.0
2567360,1,Test,82.0
2567369,1,Test,86.0
2567834,1,Control,106.0
2567857,1,Control,23.0
2568142,1,Test,11.0
2568361,1,Test,94.0
2568488,1,Control,12.0
2568580,1,Test,0.0
2569255,1,Test,12.0
2569271,1,Control,9.0
2570257,1,Control,27.0
2570342,1,Control,8.0
2570380,1,Control,10.0
2571101,1,Test,24.0
2571659,1,Test,5.0
2571853,1,Test,89.0
2571936,1,Control,22.0
2571952,1,Control,30.000000000000004
2571980,1,Control,38.0
2572041,1,Control,0.0
2572100,1,Test,6.0
2572316,1,Test,8.0
2573038,1,Control,0.0
2573092,1,Test,3.0
2573479,1,Test,61.00000000000001
2573760,1,Test,13.0
2573774,1,Control,22.0
2573953,1,Test,7.0
2574005,1,Test,7.0
2574463,1,Test,8.0
2574803,1,Control,0.0
2575201,1,Test,8.0
2575333,1,Test,4.0
2575418,1,Control,16.0
2575421,1,Control,34.0
2575477,1,Test,141.0
2575645,1,Control,10.0
2575869,1,Control,31.000000000000004
2575906,1,Test,17.0
2576241,1,Control,54.0
2576852,1,Test,12.0
2577121,1,Control,93.0
2577284,1,Test,69.0
2577355,1,Control,93.0
2577458,1,Control,22.0
2577696,1,Test,12.0
2578044,1,Control,0.0
2578113,1,Test,64.0
2578361,1,Control,9.0
2578492,1,Test,29.0
2578871,1,Control,0.0
2579174,1,Test,18.0
2579363,1,Test,13.0
2579616,1,Test,9.0
2579694,1,Test,70.0
2579748,1,Test,20.0
2579776,1,Test,9.0
2580139,1,Test,0.0
2580200,1,Control,8.0
2580270,1,Test,9.0
2580545,1,Test,57.0
2580603,1,Control,82.0
2580817,1,Test,26.0
2581142,1,Test,45.00000000000001
2581399,1,Control,7.0
2581786,1,Control,26.0
2581969,1,Control,60.00000000000001
2582298,1,Control,14.0
2582611,1,Test,9.0
2582689,1,Control,48.0
2582853,1,Test,15.000000000000002
2583298,1,Test,8.0
2583349,1,Control,24.0
2583622,1,Test,21.0
2583871,1,Control,47.0
2584059,1,Control,22.0
2584131,1,Test,83.0
2584275,1,Control,21.0
2584295,1,Test,9.0
2584387,1,Test,71.0
2584464,1,Control,20.0
2584570,1,Control,18.0
2584734,1,Control,22.0
2584867,1,Test,5.0
2585001,1,Test,20.0
2585138,1,Test,34.0
2585397,1,Test,7.0
2585555,1,Control,53.0
2585770,1,Control,8.0
2586304,1,Control,6.0
2586578,1,Test,4.0
2586741,1,Control,0.0
2587087,1,Control,0.0
2587590,1,Test,119.0
2588255,1,Control,54.0
2588535,1,Test,6.0
2588637,1,Test,7.0
2589232,1,Test,4.0
2589483,1,Control,12.0
2589507,1,Control,19.0
2590254,1,Test,13.0
2590485,1,Test,38.0
2590512,1,Control,34.0
2590530,1,Test,12.0
2590779,1,Control,7.0
2591463,1,Control,4.0
2591793,1,Test,6.0
2592191,1,Test,7.0
2592273,1,Control,17.0
2592502,1,Control,88.0
2593251,1,Control,32.0
2593346,1,Test,10.0
2593397,1,Test,62.0
2593399,1,Test,13.0
2593516,1,Control,39.0
2593577,1,Control,122.0
2593741,1,Test,6.0
2594508,1,Test,4.0
2594534,1,Test,10.0
2594560,1,Test,90.0
2594659,1,Control,15.000000000000002
2594883,1,Test,4.0
2595098,1,Control,59.0
2595115,1,Control,112.0
2595560,1,Control,9.0
2595947,1,Test,8.0
2596077,1,Test,17.0
2596274,1,Test,37.0
2596526,1,Test,10.0
2596734,1,Control,15.000000000000002
2597191,1,Test,11.0
2597394,1,Test,3.0
2597661,1,Test,21.0
2597744,1,Control,0.0
2598263,1,Test,15.000000000000002
2598411,1,Control,9.0
2598437,1,Test,7.0
2599021,1,Test,22.0
2599050,1,Test,45.0
2599060,1,Test,4.0
2599844,1,Control,40.0
2599976,1,Control,0.0
2600074,1,Control,7.0
2600462,1,Test,28.0
2600705,1,Control,9.0
2600734,1,Test,12.0
2601028,1,Control,30.000000000000004
2601202,1,Control,12.0
2601296,1,Test,13.0
2601341,1,Test,41.0
2601570,1,Test,18.0
2601807,1,Test,8.0
2601868,1,Test,6.0
2602692,1,Control,6.0
2603190,1,Control,12.0
2603199,1,Test,12.0
2603643,1,Control,61.0
2603992,1,Control,23.0
2604064,1,Control,21.0
2604445,1,Control,69.0
2604544,1,Control,50.0
2604894,1,Test,25.0
2605357,1,Test,10.0
2605545,1,Control,10.0
2605871,1,Test,17.0
2605995,1,Test,37.0
2606054,1,Test,8.0
2606074,1,Control,37.0
2606116,1,Control,0.0
2606324,1,Control,16.0
2606853,1,Control,158.0
2606861,1,Control,63.00000000000001
2606880,1,Test,53.0
2607017,1,Test,32.0
2607463,1,Test,4.0
2607491,1,Test,14.0
2607843,1,Test,91.0
2607873,1,Control,14.0
2608015,1,Test,3.0
2608135,1,Test,12.0
2608155,1,Test,35.0
2608963,1,Test,0.0
2609515,1,Test,7.0
2609599,1,Control,15.000000000000002
2609648,1,Test,4.0
2609757,1,Control,103.0
2609914,1,Test,28.0
2610145,1,Control,59.00000000000001
2610198,1,Control,60.0
2610417,1,Control,25.0
2610919,1,Control,80.0
2611104,1,Test,24.0
2611292,1,Control,52.0
2611324,1,Test,0.0
2611548,1,Control,39.0
2611614,1,Control,56.0
2612292,1,Test,20.0
2612320,1,Test,130.0
2612667,1,Test,7.0
2612784,1,Test,17.0
2612801,1,Test,5.0
2612987,1,Test,34.0
2613840,1,Control,0.0
2614146,1,Control,4.0
2614184,1,Test,4.0
2614271,1,Test,83.0
2614394,1,Test,66.0
2614752,1,Test,60.0
2614999,1,Control,123.0
2615052,1,Test,9.0
2615082,1,Test,10.0
2615146,1,Control,5.0
2615297,1,Control,23.0
2615381,1,Control,81.0
2615550,1,Test,19.0
2615801,1,Test,8.0
2615994,1,Test,6.0
2616515,1,Control,98.0
2616521,1,Control,81.0
2616524,1,Test,26.0
2616663,1,Test,12.0
2616722,1,Control,24.0
2616790,1,Test,23.0
2617114,1,Control,26.0
2617793,1,Test,8.0
2618189,1,Test,17.0
2618496,1,Control,11.0
2618987,1,Test,12.0
2619000,1,Control,47.0
2619189,1,Test,4.0
2619274,1,Control,81.0
2619494,1,Control,14.0
2619562,1,Control,14.0
2619690,1,Control,64.0
2620402,1,Test,5.0
2620479,1,Test,14.0
2620510,1,Control,5.0
2620961,1,Test,11.0
2621063,1,Control,10.0
2621114,1,Test,11.0
2621516,1,Control,7.0
2621902,1,Test,13.0
2621982,1,Control,47.0
2622480,1,Test,44.0
2622567,1,Control,28.0
2622714,1,Control,27.0
2622956,1,Test,138.0
2623075,1,Control,13.0
2623148,1,Control,83.0
2623233,1,Control,0.0
2623324,1,Control,50.0
2623518,1,Test,17.0
2623927,1,Control,0.0
2624205,1,Control,124.00000000000001
2624301,1,Test,51.0
2624345,1,Test,0.0
2624491,1,Test,1.0
2625271,1,Control,44.0
2625933,1,Control,0.0
2626001,1,Control,17.0
2626187,1,Test,29.0
2626569,1,Test,4.0
2626703,1,Test,4.0
2627144,1,Test,0.0
2627413,1,Test,90.0
2628332,1,Test,52.0
2628355,1,Control,44.0
2628505,1,Test,65.0
2628742,1,Test,9.0
2628857,1,Test,15.000000000000002
2628956,1,Test,12.0
2629010,1,Control,36.0
2629116,1,Control,0.0
2629185,1,Test,8.0
2629232,1,Test,6.0
2629473,1,Control,46.0
2629614,1,Test,23.0
2629733,1,Control,13.0
2629856,1,Control,25.0
2630172,1,Test,7.0
2630731,1,Control,78.0
2630914,1,Test,6.0
2631095,1,Control,18.0
2631511,1,Test,11.0
2631724,1,Control,0.0
2631761,1,Test,12.0
2632330,1,Control,72.0
2632937,1,Test,3.0
2633282,1,Test,150.0
2633455,1,Test,34.0
2633568,1,Control,124.00000000000001
2634035,1,Control,52.0
2634149,1,Test,8.0
2634263,1,Test,16.0
2634487,1,Test,21.0
2634677,1,Control,7.0
2634727,1,Control,48.0
2634756,1,Control,47.0
2634860,1,Test,102.0
2636116,1,Test,14.0
2636198,1,Control,18.0
2636270,1,Control,0.0
2636290,1,Test,126.0
2636385,1,Test,105.0
2636615,1,Test,3.0
2637045,1,Test,17.0
2637047,1,Test,4.0
2637292,1,Control,0.0
2637557,1,Test,113.0
2637815,1,Test,8.0
2637845,1,Test,0.0
2638234,1,Control,58.0
2638326,1,Control,21.0
2638464,1,Test,23.0
2638797,1,Test,0.0
2638887,1,Test,9.0
2639289,1,Control,14.0
2639555,1,Control,28.0
2639557,1,Control,27.0
2639740,1,Control,23.0
2639770,1,Control,52.0
2639882,1,Test,128.0
2640267,1,Test,9.0
2640314,1,Test,6.0
2640361,1,Control,49.0
2641098,1,Control,0.0
2641426,1,Control,70.0
2642188,1,Control,5.0
2642278,1,Test,34.0
2642558,1,Control,12.0
2642906,1,Test,16.0
2643269,1,Test,84.0
2643562,1,Test,13.0
2643833,1,Control,15.0
2644129,1,Test,9.0
2644266,1,Test,46.0
2644510,1,Test,113.0
2644621,1,Control,23.0
2644661,1,Control,42.0
2645335,1,Control,73.0
2645428,1,Control,14.0
2645531,1,Control,8.0
2645990,1,Test,6.0
2646807,1,Test,20.0
2646813,1,Control,43.0
2646824,1,Control,25.0
2646971,1,Test,0.0
2647193,1,Test,18.0
2647562,1,Test,8.0
2647605,1,Test,11.0
2647853,1,Test,4.0
2648130,1,Test,56.0
2648176,1,Test,17.0
2648419,1,Control,40.0
2648618,1,Test,35.0
2648727,1,Control,161.0
2649126,1,Control,74.0
2649354,1,Control,29.000000000000004
2649374,1,Test,14.0
2649382,1,Test,11.0
2649386,1,Test,8.0
2650217,1,Control,15.0
2650327,1,Control,11.0
2650434,1,Test,5.0
2650979,1,Control,27.0
2650986,1,Control,26.0
2651141,1,Test,7.0
2651167,1,Test,97.0
2651306,1,Test,162.0
2651390,1,Test,157.0
2651501,1,Control,0.0
2651590,1,Test,8.0
2652105,1,Control,14.0
2652554,1,Control,23.0
2652663,1,Control,0.0
2652744,1,Test,0.0
2652985,1,Test,14.0
2653016,1,Control,31.0
